Length,Diameter,Height,Weight,Viscera Weight,Shell Weight,Age,Sex_F,Sex_I,Sex_M
1.125,0.8875,0.2875,13.5794105,2.96252275,4.252425,8,0,0,1
1.375,1.1125,0.3625,22.1976585,4.4508715,7.5126175,11,0,1,0
1.2875,1.0875,0.3625,24.99008425,5.839997,7.2291225,10,0,0,1
1.375,1.0375,0.3375,21.9708625,5.0745605,7.37087,23,1,0,0
1.225,0.9875,0.35,15.5638755,3.61456125,4.252425,11,0,0,1
1.55,1.225,0.4,30.220567,6.973977,8.6465975,11,0,1,0
1.4375,1.125,0.3625,24.720764,5.10291,6.1518415,9,0,1,0
1.6125,1.2875,0.4,33.57998275,8.8166945,9.4970825,9,0,0,1
1.625,1.25,0.4125,32.44600275,6.180191,10.3475675,12,1,0,0
1.425,1.1125,0.375,28.2077525,5.2446575,7.10154975,9,1,0,0
1.5125,1.225,0.3875,32.6869735,7.10154975,8.3631025,15,0,0,1
0.7625,0.5625,0.175,4.20990075,0.94970825,1.2757275,7,1,0,0
1.75,1.325,0.475,37.37881575,6.6054335,11.90679,18,0,0,1
1.4875,1.175,0.3875,34.06192425,10.95708175,7.5126175,10,0,0,1
0.6,0.4375,0.1625,1.88524175,0.38271825,0.4819415,3,0,1,0
1.775,1.375,0.5,53.99162275,12.47378,14.17475,13,0,0,1
1.5625,1.175,0.45,32.205032,9.19941275,8.6465975,11,0,0,1
1.5375,1.2125,0.4,32.81454625,7.07320025,8.9300925,10,1,0,0
0.9375,0.6875,0.225,6.747181,1.54504775,1.984465,6,0,1,0
1.7,1.25,0.4625,49.3564795,9.22776225,13.28174075,12,1,0,0
1.475,1.1125,0.3375,21.87163925,4.94698775,6.520385,9,0,1,0
1.4375,1.125,0.325,22.2543575,5.4714535,6.42116175,9,0,0,1
1.325,0.9875,0.325,16.3009625,3.2601925,5.1879585,9,0,1,0
1.175,0.95,0.3125,13.73533275,3.04757125,4.025629,6,0,1,0
1.225,0.9375,0.3125,15.43630275,3.2601925,3.685435,8,0,1,0
1.225,1.0,0.2875,16.1308655,3.75630875,4.1106775,9,1,0,0
1.3625,1.075,0.4125,22.736299,5.1879585,7.93786,11,1,0,0
1.2625,0.95,0.3625,18.4555245,5.386405,4.819415,12,1,0,0
1.025,0.775,0.225,9.6104805,1.97029025,2.551455,7,0,1,0
1.375,1.125,0.4375,31.14192575,6.0951425,11.3398,14,0,0,1
1.4625,1.1875,0.4625,27.17299575,4.57844425,9.355335,11,1,0,0
1.025,0.8375,0.2875,12.48795475,2.4097075,3.8271825,8,0,0,1
1.675,1.3625,0.4375,48.3925965,10.9712565,16.3009625,13,1,0,0
1.5625,1.225,0.275,32.205032,5.42892925,8.29222875,9,1,0,0
1.2875,0.9625,0.3125,17.33571925,3.58621175,4.252425,8,0,1,0
1.5375,1.1875,0.3875,28.462898,5.4714535,8.20718025,10,1,0,0
1.025,0.8375,0.2625,9.36950975,1.814368,2.9766975,7,0,1,0
0.975,0.75,0.2625,7.3425205,1.077281,2.4097075,8,0,1,0
1.3125,1.0,0.325,17.633389,4.1673765,5.216308,9,0,0,1
1.55,1.25,0.5,34.6147395,7.4559185,12.190285,12,0,0,1
1.2875,0.9,0.3125,13.39513875,3.5436875,3.912231,9,0,1,0
0.7875,0.6,0.2125,4.86193925,0.97805775,1.51669825,7,0,1,0
1.475,1.25,0.4125,31.31202275,6.87475375,9.63883,15,0,0,1
1.175,0.9375,0.3,15.77649675,3.458639,5.5281525,12,0,0,1
1.6875,1.3,0.4375,42.354153,8.66077225,10.489315,9,1,0,0
1.4,1.1125,0.4125,29.15746075,7.1724235,7.7961125,11,0,1,0
1.8,1.4875,0.5625,55.8201655,11.9918385,18.71067,16,1,0,0
1.575,1.2625,0.4125,30.1922175,6.123492,8.9300925,12,1,0,0
1.5,1.1875,0.475,30.83008125,7.52679225,9.2135875,14,0,0,1
1.6,1.25,0.45,42.51007525,8.901743,12.2186345,11,1,0,0
1.375,0.9625,0.325,20.62426125,4.60679375,5.386405,8,0,0,1
0.7625,0.6125,0.1875,4.422522,1.077281,1.2757275,7,0,1,0
1.2875,1.0625,0.3625,26.54930675,5.1312595,6.19436575,8,0,0,1
1.575,1.2875,0.3875,35.6920205,5.5848515,11.623295,13,0,0,1
1.5375,1.2375,0.5,34.5580405,6.4353365,11.01378075,10,0,0,1
1.325,1.025,0.325,19.74542675,5.48562825,5.6699,10,1,0,0
1.325,1.0625,0.325,21.75824125,3.41611475,5.953395,9,0,1,0
1.325,0.9875,0.3625,21.9708625,4.7910655,7.2291225,7,1,0,0
1.3125,1.0625,0.3,19.901349,4.15320175,6.23689,12,0,0,1
1.0625,0.7875,0.3125,9.99319875,1.60174675,3.685435,18,0,0,1
1.6375,1.15,0.4,42.354153,9.3836845,5.17378375,9,1,0,0
1.1625,0.8875,0.2875,13.33843975,3.345241,3.572037,7,1,0,0
0.8625,0.7125,0.25,6.30776375,1.644271,2.1262125,8,0,1,0
1.4625,1.1625,0.375,27.78251,7.21494775,7.0023265,9,0,0,1
1.1125,0.8625,0.325,11.55242125,1.82854275,5.10291,11,0,1,0
1.4375,1.15,0.475,28.179403,6.87475375,9.63883,13,1,0,0
1.25,0.95,0.35,18.01610725,4.0539785,5.06038575,8,1,0,0
1.3125,1.0,0.325,19.83047525,3.7137845,6.3219385,9,1,0,0
1.55,1.2125,0.55,42.8360945,8.051258,14.458245,17,1,0,0
0.9375,0.7125,0.225,7.2858215,1.757669,2.1262125,7,0,1,0
1.45,1.175,0.4125,28.27862625,6.860579,9.355335,10,0,0,1
0.9125,0.7375,0.2,7.24329725,1.2190285,2.83495,7,0,0,1
1.4625,1.275,0.4,34.529691,6.8322295,8.50485,11,0,0,1
1.5375,1.2,0.4375,31.694741,9.05766525,8.50485,9,0,0,1
1.5625,1.3125,0.5375,44.69298675,7.35669525,18.8524175,16,1,0,0
1.3,0.95,0.3125,15.71979775,3.67126025,4.7343665,8,0,1,0
1.575,1.3125,0.4875,37.23706825,7.27164675,13.1825175,10,0,0,1
1.625,1.2375,0.4,36.967748,8.845044,10.56018875,9,0,0,1
1.175,0.9375,0.3,17.05222425,4.12485225,3.8271825,8,1,0,0
1.2875,1.0,0.3375,19.74542675,3.55786225,4.9611625,9,0,1,0
1.725,1.375,0.45,47.95317925,11.396499,14.17475,11,0,0,1
1.375,1.075,0.4,26.35086025,4.91863825,10.0640725,13,0,0,1
1.3375,1.0875,0.4,22.97726975,5.08873525,6.80388,10,1,0,0
1.4125,1.1,0.4625,25.7696955,6.59125875,7.2291225,15,0,0,1
1.4125,1.15,0.375,24.84833675,5.45727875,7.7961125,10,1,0,0
1.5,1.175,0.375,26.138239,5.499803,8.6465975,10,1,0,0
1.1,0.8125,0.225,9.922325,1.8994165,2.9766975,7,0,1,0
1.3875,1.0,0.325,20.05727125,4.49339575,5.10291,7,0,0,1
1.425,1.15,0.35,27.03124825,5.85417175,6.9456275,12,0,0,1
1.3625,1.05,0.3,22.29688175,5.2446575,4.819415,7,0,0,1
1.0625,0.8125,0.2375,10.73028575,2.26796,2.83495,7,0,0,1
1.4375,1.0625,0.3375,22.58037675,5.556502,6.7755305,10,0,1,0
1.375,1.0625,0.3375,24.13959925,5.556502,7.654365,14,1,0,0
1.7375,1.35,0.4875,47.9390045,10.2908685,13.48018725,11,0,0,1
1.0875,0.8125,0.275,10.4042665,2.26796,2.9766975,6,0,1,0
1.075,0.825,0.2375,9.63883,2.4097075,3.175144,14,0,0,1
1.6,1.25,0.375,30.34813975,7.66853975,10.20582,8,1,0,0
1.05,0.8,0.2875,11.5949455,2.65067825,2.9766975,8,0,1,0
1.0375,0.7875,0.3,11.38232425,2.4664065,2.7499015,8,0,0,1
0.8,0.6375,0.25,4.97533725,1.17650425,1.8427175,7,0,1,0
0.9875,0.75,0.225,7.1724235,1.417475,2.1262125,6,0,1,0
0.7,0.525,0.1625,3.1467945,0.80796075,0.850485,6,0,1,0
1.275,0.925,0.525,33.5374585,8.278054,9.7238785,9,1,0,0
1.35,1.0375,0.425,24.9192105,5.896696,7.2291225,10,0,0,1
1.15,0.875,0.2625,10.50348975,2.1829115,3.231843,9,0,1,0
1.425,1.125,0.4,24.42309425,6.16601625,7.2291225,12,0,0,1
1.25,1.0125,0.3875,21.885814,4.35164825,6.9456275,12,0,0,1
1.2875,0.975,0.35,15.74814725,3.21766825,6.33611325,12,0,1,0
0.6875,0.4875,0.1625,3.005047,0.56699,0.793786,6,0,1,0
1.1625,0.8125,0.35,21.58814425,4.35164825,5.9250455,10,0,1,0
1.625,1.2625,0.4125,32.88542,7.767763,9.8939755,11,1,0,0
1.45,1.0875,0.35,27.0170735,6.13766675,5.93922025,9,1,0,0
1.6,1.25,0.425,41.23434775,10.13494625,10.035723,9,0,0,1
1.675,1.375,0.3875,44.395317,9.6104805,10.035723,10,1,0,0
0.85,0.625,0.1875,5.00368675,1.14815475,1.417475,7,0,1,0
1.2375,0.95,0.3,16.2442635,3.64291075,4.082328,7,1,0,0
1.6625,1.2875,0.4625,38.00250475,8.3064035,12.40290625,11,1,0,0
0.9375,0.675,0.3375,16.9246515,3.7137845,4.74854125,7,1,0,0
1.4375,1.125,0.425,26.40755925,6.08096775,7.37087,13,0,1,0
1.0,0.6625,0.25,7.86698625,1.71514475,2.26796,9,0,1,0
1.4875,1.1375,0.375,29.596878,6.25106475,7.654365,9,0,0,1
1.1125,0.85,0.3625,12.303683,2.56562975,3.685435,7,0,1,0
1.275,1.0125,0.3375,21.8007655,4.49339575,5.10291,7,0,1,0
1.0125,0.75,0.2625,8.618248,1.7293195,2.28213475,6,0,1,0
0.875,0.6875,0.275,8.29222875,1.80019325,2.56562975,8,0,0,1
1.3625,1.025,0.35,17.7184375,4.53592,6.6621325,13,0,0,1
1.25,1.0,0.35,18.75319425,4.97533725,6.23689,8,1,0,0
1.75,1.3125,0.475,45.40172425,10.3475675,12.190285,10,1,0,0
0.85,0.6875,0.225,5.85417175,1.2190285,1.984465,10,0,0,1
0.6375,0.4875,0.175,2.08368825,0.56699,0.7087375,6,0,1,0
0.7375,0.5375,0.2125,3.628736,0.963883,1.13398,6,0,1,0
1.5,1.1125,0.3375,26.09571475,5.76912325,7.1724235,9,0,1,0
1.375,1.125,0.325,26.08154,6.76135575,8.221355,11,0,0,1
1.1,0.825,0.2875,11.35397475,3.2034935,3.40194,8,1,0,0
1.1625,0.925,0.275,12.6155275,2.721552,4.706017,7,0,1,0
1.1875,0.925,0.3125,14.44407025,3.18931875,4.6776675,9,0,0,1
0.9625,0.75,0.225,7.0023265,1.247378,1.91359125,5,0,1,0
1.675,1.35,0.4375,42.013959,8.29222875,10.3475675,10,0,0,1
0.825,0.5875,0.225,4.6209685,0.963883,1.5592225,10,0,0,1
1.025,0.8125,0.25,10.07824725,2.041164,2.9766975,9,0,0,1
1.025,0.7625,0.225,10.02154825,2.11203775,2.83495,7,0,1,0
1.45,1.1375,0.4125,32.21920675,8.51902475,7.7961125,13,1,0,0
1.575,1.25,0.4375,31.48211975,7.597666,9.3269855,10,1,0,0
1.525,1.25,0.4125,36.04638925,5.2446575,13.891255,12,0,0,1
0.9625,0.6375,0.25,9.00096625,1.927766,2.608154,8,0,0,1
1.425,1.125,0.375,27.34309275,5.3580555,5.9250455,9,1,0,0
1.4125,1.1625,0.375,31.99241075,9.99319875,9.355335,16,0,0,1
1.45,1.1125,0.425,33.395711,6.13766675,8.9300925,20,0,1,0
1.15,0.9375,0.3375,13.99047825,2.39553275,4.819415,12,0,0,1
1.3625,1.075,0.35,21.885814,5.386405,7.41339425,8,0,1,0
1.45,1.225,0.4875,37.32211675,7.200773,11.623295,18,0,1,0
1.275,1.0,0.3,19.85882475,3.13261975,5.5281525,10,1,0,0
0.7875,0.5875,0.1375,4.2807745,0.7654365,1.1056305,6,0,1,0
1.4375,1.1625,0.3,29.86619825,6.19436575,6.6621325,9,0,0,1
1.4375,1.1375,0.4625,32.772022,6.8889285,8.3631025,13,0,0,1
1.3,1.0125,0.2875,21.999212,5.23048275,6.23689,8,1,0,0
1.275,0.95,0.325,16.556108,3.84135725,5.2446575,13,1,0,0
1.5,1.15,0.375,35.3518265,7.75358825,8.221355,9,0,0,1
1.375,1.0875,0.275,22.849697,5.7549485,6.0951425,9,0,0,1
1.6125,1.275,0.45,45.91201525,9.128539,13.25339125,12,1,0,0
1.275,1.0,0.3125,15.4504775,3.2601925,3.92640575,6,1,0,0
1.5375,1.2375,0.3875,36.47163175,8.3064035,9.19941275,11,0,0,1
1.675,1.2125,0.4375,35.62114675,9.128539,10.942907,9,0,1,0
1.575,1.25,0.45,33.92017675,6.59125875,11.32562525,8,1,0,0
1.4625,1.1375,0.3875,32.1199835,6.3219385,8.6465975,12,0,0,1
1.375,1.1,0.3125,21.6873675,6.02426875,6.9456275,9,1,0,0
1.1875,0.9,0.275,13.947954,3.118445,4.252425,8,0,1,0
1.55,1.2,0.425,31.31202275,7.087375,8.1363065,10,1,0,0
1.6125,1.3125,0.475,51.27007075,11.01378075,11.1980525,18,1,0,0
1.8625,1.4625,0.475,55.735117,12.3887315,16.59863225,18,1,0,0
0.8,0.575,0.15,3.6570855,0.77961125,1.00640725,7,0,1,0
1.5,1.125,0.375,27.28639375,6.30776375,7.86698625,9,1,0,0
1.2625,1.025,0.375,18.257078,4.1106775,5.953395,11,1,0,0
1.2375,0.9625,0.325,19.57532975,5.0745605,4.9611625,10,1,0,0
1.4875,1.15,0.3875,29.199985,5.8683465,9.36950975,10,0,0,1
1.4625,1.15,0.4625,26.138239,6.0384435,8.0796075,10,0,0,1
1.2625,1.025,0.3375,18.6256215,3.7704835,5.5281525,15,1,0,0
1.4,1.1375,0.3625,27.612413,4.57844425,6.6621325,9,0,1,0
1.6875,1.425,0.5625,44.9906565,8.49067525,12.3320325,10,1,0,0
0.975,0.725,0.225,7.44174375,1.530873,2.1829115,7,0,1,0
1.475,1.1125,0.325,32.10580875,6.633783,9.07184,13,1,0,0
1.4375,1.125,0.4,27.0737725,4.77689075,7.654365,16,0,0,1
1.225,0.975,0.3375,16.40018575,3.4869885,5.6699,13,1,0,0
1.65,1.3375,0.5,50.7739545,9.015141,15.30873,15,0,0,1
1.3875,1.0875,0.3625,26.09571475,6.44951125,7.2291225,8,0,0,1
1.7125,1.3375,0.3875,39.24988275,6.08096775,11.55242125,10,0,0,1
0.8875,0.7125,0.2375,6.44951125,1.34660125,2.02698925,6,0,1,0
1.3875,1.075,0.4125,21.47474625,4.63514325,7.7961125,13,0,0,1
1.45,1.0625,0.375,23.926978,5.2446575,7.66853975,9,1,0,0
1.6125,1.3125,0.475,41.48949325,9.73805325,12.3320325,19,1,0,0
1.3375,1.025,0.3375,24.437269,4.32329875,9.07184,14,0,0,1
1.625,1.3,0.4875,36.3157095,6.973977,10.84368375,10,1,0,0
1.375,1.0375,0.3375,22.94892025,5.71242425,7.93786,12,0,1,0
1.6,1.2625,0.4125,34.68561325,7.64019025,10.20582,10,1,0,0
1.3375,1.05,0.3625,22.4244545,5.3580555,7.087375,10,0,0,1
1.4375,1.0875,0.325,22.8213475,6.10931725,6.9456275,10,0,1,0
0.875,0.625,0.175,5.10291,1.360776,1.530873,6,0,1,0
1.675,1.2625,0.4,35.67784575,8.8166945,8.731646,12,0,0,1
1.4375,1.0875,0.3875,25.44367625,6.59125875,6.520385,9,1,0,0
1.3,1.0,0.4125,24.28134675,5.6982495,5.953395,12,0,0,1
1.1125,0.8375,0.275,12.34620725,3.10427025,3.38776525,6,1,0,0
0.875,0.625,0.175,4.55009475,0.94970825,1.304077,6,0,1,0
0.6875,0.5,0.1625,2.608154,0.66621325,0.7654365,5,0,1,0
1.4375,1.05,0.475,50.008518,10.6877615,11.60912025,10,1,0,0
1.475,1.1875,0.3875,27.54153925,6.6621325,7.93786,11,1,0,0
1.575,1.1875,0.3625,30.06464475,6.22271525,7.93786,10,0,1,0
1.6,1.2,0.3625,31.59551775,6.80388,9.63883,10,1,0,0
1.3375,1.05,0.325,19.8163005,4.43669675,5.76912325,8,1,0,0
1.4375,1.15,0.4125,30.1922175,6.08096775,7.98038425,8,1,0,0
1.1875,0.9,0.3125,13.90542975,3.69960975,3.5436875,8,0,1,0
0.9375,0.6875,0.2375,6.50621025,1.54504775,1.871067,7,0,1,0
1.3625,1.0375,0.375,20.79435825,4.6209685,6.19436575,11,1,0,0
1.35,1.0375,0.3875,19.901349,4.7343665,5.386405,10,0,1,0
1.175,0.9375,0.3125,14.81261375,2.948348,4.592619,8,0,1,0
1.5,1.1875,0.4,29.10076175,7.07320025,7.27164675,9,1,0,0
1.2,0.875,0.2625,18.0019325,3.6003865,3.8271825,6,0,1,0
1.375,1.05,0.3375,23.133192,4.20990075,6.520385,12,0,1,0
0.9875,0.7625,0.2625,7.994559,1.8427175,2.721552,9,0,0,1
0.8125,0.575,0.225,4.1673765,0.963883,1.2757275,4,0,0,1
1.1875,0.8875,0.3125,13.11164375,3.0333965,4.1106775,9,0,0,1
0.9625,0.7,0.2375,7.2858215,1.6726205,1.984465,7,0,1,0
1.3125,0.975,0.3,18.824068,4.1673765,5.046211,9,0,1,0
1.4,1.1125,0.4875,27.8108595,6.36446275,9.4970825,16,1,0,0
1.225,0.975,0.3,14.4865945,2.9199985,4.94698775,9,0,1,0
1.5,1.1875,0.425,30.844256,7.01650125,8.788345,10,1,0,0
1.45,1.125,0.3,24.62154075,4.18155125,7.38504475,8,0,0,1
1.8,1.4125,0.425,45.7277435,9.22776225,14.01882775,12,1,0,0
1.675,1.375,0.425,35.3518265,6.95980225,11.3398,21,0,0,1
1.175,0.925,0.45,14.458245,3.64291075,4.60679375,9,0,0,1
1.125,0.875,0.325,13.19669225,2.96252275,3.8271825,8,0,0,1
1.1875,0.875,0.3125,11.97766375,2.2396105,3.84135725,9,0,1,0
0.6625,0.4875,0.15,2.608154,0.7087375,0.69456275,6,0,1,0
1.375,1.05,0.425,23.99785175,6.81805475,6.9456275,13,0,0,1
1.275,0.95,0.2875,14.61416725,3.21766825,4.706017,8,0,1,0
0.775,0.5625,0.125,4.09650275,1.09145575,1.2757275,6,0,1,0
1.625,1.3,0.425,38.71124225,8.17883075,10.20582,11,0,0,1
0.675,0.5,0.175,2.83495,0.69456275,0.9922325,5,0,1,0
1.725,1.375,0.5,52.34735175,13.380964,16.159215,19,0,0,1
1.6375,1.3125,0.4375,38.215126,7.38504475,11.169703,10,1,0,0
1.1,0.85,0.3,12.417081,2.3530085,3.40194,9,0,1,0
1.3,1.0125,0.35,19.60367925,3.8838815,6.0951425,11,1,0,0
1.4375,1.125,0.3875,27.68328675,6.08096775,6.6621325,9,0,0,1
1.225,0.9375,0.2875,13.08329425,2.67902775,4.0539785,8,0,1,0
1.8,1.425,0.5,51.80871125,10.375917,13.7495075,10,0,0,1
1.4125,1.1,0.3875,24.607366,6.1518415,7.37087,11,0,0,1
1.625,1.275,0.4,39.22153325,8.23552975,10.39009175,9,0,0,1
1.1875,0.9,0.275,12.813974,2.8066005,3.685435,8,0,1,0
1.75,1.3375,0.4,48.91706225,7.47009325,15.30873,19,0,0,1
0.7,0.5375,0.175,3.515338,0.60951425,0.850485,6,0,1,0
1.225,0.975,0.3375,16.782904,2.721552,5.20213325,15,0,0,1
1.4125,1.1,0.3875,26.63435525,6.066793,7.654365,12,1,0,0
1.4125,1.0625,0.3375,23.00561925,4.74854125,7.2291225,15,0,0,1
1.45,1.15,0.3875,29.29920825,6.30776375,8.3631025,10,0,0,1
1.55,1.275,0.4375,31.90736225,6.4353365,8.9300925,14,1,0,0
0.7,0.525,0.1375,3.005047,0.75126175,0.8788345,5,0,1,0
0.525,0.375,0.1375,1.28990225,0.18427175,0.3685435,4,0,1,0
1.725,1.375,0.45,47.0318205,7.52679225,12.45960525,9,1,0,0
1.675,1.275,0.5,45.20327775,10.90038275,12.77144975,10,0,0,1
0.75,0.575,0.2375,3.92640575,1.03475675,1.0489315,6,0,1,0
0.9125,0.675,0.2125,5.8116475,1.37495075,1.984465,7,0,1,0
0.7125,0.55,0.1625,2.721552,0.58116475,0.850485,5,0,1,0
1.0875,0.8625,0.3,9.11436425,1.587572,3.35941575,7,0,1,0
1.225,0.9625,0.375,22.29688175,3.96893,6.80388,23,1,0,0
1.5,1.175,0.375,26.308336,5.1879585,7.7961125,8,0,0,1
1.575,1.275,0.475,42.48172575,8.71747125,15.4504775,16,0,0,1
1.3875,1.0125,0.475,39.859397,9.695529,11.0279555,10,0,0,1
0.975,0.75,0.25,7.55514175,1.6726205,2.381358,7,0,1,0
1.2125,1.0,0.3375,18.7957185,3.8838815,5.6699,10,0,0,1
1.4875,1.075,0.4125,27.91008275,5.8683465,7.72523875,8,0,1,0
1.6,1.25,0.4125,32.98464325,6.7755305,9.07184,11,1,0,0
1.65,1.275,0.45,35.7487195,6.61960825,9.6104805,10,0,0,1
1.6375,1.2625,0.4375,36.58502975,8.40562675,9.241937,10,1,0,0
1.0125,0.7625,0.2375,9.87980075,2.53728025,2.83495,9,1,0,0
1.5,1.175,0.425,30.63163475,6.36446275,9.08601475,9,1,0,0
1.5375,1.1875,0.425,31.25532375,6.67630725,9.7805775,14,1,0,0
1.2625,1.0,0.3625,19.97222275,4.03980375,5.8683465,8,0,1,0
1.3,1.0,0.3,16.44271,3.72795925,5.2446575,8,0,0,1
1.35,1.025,0.3375,19.91552375,5.0178615,5.6699,8,0,1,0
1.375,1.1125,0.275,22.49532825,4.025629,7.37087,10,0,1,0
1.5625,1.225,0.4125,34.1611475,8.80251975,9.82310175,10,0,0,1
0.475,0.325,0.075,0.83631025,0.4252425,0.283495,6,0,1,0
1.5,1.2125,0.3625,21.999212,4.49339575,6.7755305,9,1,0,0
0.8125,0.625,0.1875,4.49339575,0.86465975,1.28990225,6,0,1,0
1.2875,1.0,0.3125,27.0737725,7.18659825,7.37087,13,0,0,1
1.675,1.35,0.4125,42.56677425,10.149121,14.3164975,14,1,0,0
1.55,1.2375,0.4875,42.93531775,9.808927,14.72756525,15,0,0,1
1.25,0.975,0.3125,14.78426425,3.3168915,3.7137845,6,0,0,1
1.4625,1.1375,0.5625,29.9087225,6.2652395,10.3475675,15,0,0,1
1.05,0.8125,0.2875,8.901743,1.80019325,2.83495,8,0,1,0
1.3,1.0375,0.35,18.07280625,3.78465825,4.762716,9,0,1,0
1.25,1.0,0.325,18.83824275,3.7704835,6.80388,12,0,0,1
0.9,0.6625,0.2375,6.56290925,1.304077,2.1262125,7,0,1,0
1.425,1.1375,0.375,26.988724,6.10931725,7.78193775,9,0,0,1
1.4375,1.125,0.4,30.277266,6.066793,7.29999625,10,1,0,0
1.4375,1.125,0.3375,23.48756075,4.69184225,6.690482,10,1,0,0
1.5,1.125,0.4875,37.98833,9.22776225,10.21999475,10,0,0,1
0.6375,0.4625,0.175,2.1262125,0.510291,0.7087375,6,0,1,0
1.4375,1.1625,0.4875,28.25027675,7.0023265,13.324265,8,1,0,0
1.525,1.2375,0.4375,35.81959325,8.9300925,9.79475225,10,1,0,0
1.1125,0.825,0.25,12.3887315,2.14038725,4.819415,13,0,1,0
1.4625,1.1375,0.425,28.19357775,7.4559185,8.06543275,11,1,0,0
0.8875,0.7,0.2125,8.23552975,1.11980525,3.2601925,7,0,1,0
1.5125,1.2,0.35,28.0943545,6.64795775,6.80388,8,1,0,0
1.2125,0.95,0.3,13.39513875,3.04757125,4.1673765,6,0,1,0
1.4625,1.125,0.375,29.6819265,7.824462,8.9300925,14,0,0,1
1.875,1.425,0.525,63.389482,14.72756525,15.4504775,11,1,0,0
0.9625,0.7,0.2125,6.16601625,1.077281,1.8994165,8,0,1,0
1.6375,1.3625,0.475,40.38386275,9.4403835,10.716111,10,0,0,1
1.5,1.1125,0.4375,29.9654215,6.123492,10.0640725,16,0,1,0
0.9375,0.675,0.2125,6.180191,1.1056305,1.984465,7,0,1,0
1.5375,1.225,0.475,32.16250775,7.2858215,9.865626,11,1,0,0
1.55,1.2875,0.4375,34.6147395,6.8322295,11.1980525,13,0,0,1
1.5,1.1625,0.4125,29.69610125,6.64795775,8.9300925,11,0,0,1
1.55,1.1625,0.4625,36.117263,8.68912175,9.07184,12,0,0,1
1.5125,1.175,0.4,33.26813825,6.81805475,9.7805775,12,0,0,1
1.375,1.075,0.35,23.81358,6.180191,5.51397775,8,1,0,0
1.1625,0.8875,0.3,15.06775925,2.7499015,3.95475525,8,0,0,1
1.2875,1.0625,0.35,21.715717,4.89028875,7.2291225,14,1,0,0
0.8125,0.5625,0.1875,3.9405805,0.907184,2.551455,6,0,1,0
1.6875,1.3125,0.4625,44.9906565,9.525432,11.1980525,13,0,0,1
1.6,1.3125,0.4375,39.179009,8.83086925,10.489315,9,1,0,0
1.45,1.125,0.375,26.2799865,5.14543425,10.20582,14,0,0,1
1.55,1.2,0.45,32.04910975,7.52679225,8.674947,12,0,1,0
1.2875,1.05,0.35,21.8007655,4.365823,8.221355,13,0,0,1
1.325,1.05,0.4125,25.35862775,6.7755305,6.9456275,11,0,0,1
1.3375,1.05,0.325,22.83552225,5.1312595,7.93786,14,0,0,1
1.325,1.05,0.325,23.71435675,4.7343665,7.0590255,11,0,1,0
0.85,0.6625,0.2125,5.20213325,1.304077,1.8427175,10,0,0,1
1.6375,1.1375,0.425,36.55668025,8.97261675,9.68135425,11,1,0,0
1.6625,1.325,0.4625,39.56172725,9.08601475,13.891255,15,1,0,0
1.475,1.15,0.3875,25.684647,4.20990075,9.4970825,15,0,0,1
1.3,1.0125,0.3,17.7751365,4.01145425,5.1312595,11,1,0,0
1.425,1.2,0.4375,33.5941575,7.3992195,10.77281,11,0,0,1
1.5625,1.2875,0.4,35.833768,9.241937,9.1001895,9,1,0,0
0.8125,0.625,0.2,4.989512,1.00640725,1.7860185,7,0,1,0
1.1,0.85,0.35,13.664459,3.07592075,4.53592,9,1,0,0
1.1,0.9375,0.325,13.8062065,2.73572675,4.3941725,9,0,0,1
1.6625,1.325,0.45,42.2691045,9.695529,12.3320325,10,1,0,0
1.375,1.075,0.35,22.97726975,4.5642695,7.7961125,9,1,0,0
1.75,1.35,0.5125,49.32813,10.5743635,13.79203175,13,0,0,1
1.25,0.9625,0.2875,19.23513575,3.912231,5.5281525,12,1,0,0
0.925,0.7,0.2625,6.350288,1.63009625,2.1262125,8,0,0,1
1.3125,1.0625,0.4,23.68600725,6.05261825,6.9456275,9,1,0,0
1.75,1.3625,0.325,44.111822,10.602713,5.5281525,12,1,0,0
0.825,0.5625,0.1875,5.3013565,1.11980525,1.20485375,7,0,1,0
1.4125,1.1375,0.325,29.993771,7.49844275,8.50485,10,1,0,0
1.575,1.2,0.4375,38.76794125,8.60407325,14.5999925,17,1,0,0
1.0625,0.8125,0.275,8.9867915,1.360776,2.551455,8,0,1,0
1.65,1.3375,0.4375,43.02036625,8.85921875,11.7650425,12,1,0,0
1.65,1.325,0.4625,38.158427,7.66853975,13.494362,11,1,0,0
1.4125,1.075,0.3375,24.22464775,5.03203625,7.7961125,11,0,1,0
1.575,1.2625,0.5625,43.2329875,9.45455825,12.757275,15,0,0,1
1.6625,1.425,0.4625,43.147939,8.57572375,11.4815475,13,1,0,0
0.8875,0.6375,0.2,5.3013565,1.43164975,1.644271,7,0,1,0
1.525,1.15,0.425,36.230661,7.2858215,10.489315,17,0,1,0
1.05,0.775,0.25,8.12213175,2.08368825,2.4097075,8,0,1,0
1.575,1.175,0.3625,31.19862475,7.37087,7.824462,9,0,0,1
1.3875,1.1125,0.4375,32.50270175,6.917278,7.89533575,8,1,0,0
1.2875,1.0125,0.3,18.313777,3.98310475,5.0178615,10,1,0,0
1.325,1.0625,0.325,22.1409595,5.68407475,6.0951425,9,0,1,0
1.425,1.1,0.35,27.03124825,5.6982495,8.6465975,17,1,0,0
1.475,1.1875,0.3625,27.62658775,5.8683465,7.3425205,10,0,1,0
